Job,Operation,Machine,Start,Duration,End
2,6,10,162,85,247
1,6,10,320,57,377
4,5,10,377,60,437
19,5,10,573,47,620
7,7,10,683,91,774
11,7,10,888,53,941
9,9,10,945,82,1027
3,6,10,1027,15,1042
16,6,10,1044,39,1083
13,7,10,1185,31,1216
5,9,10,1246,19,1265
10,6,10,1382,40,1422
20,8,10,1426,42,1468
15,6,10,1528,92,1620
6,7,10,1651,24,1675
12,8,10,1677,74,1751
8,6,10,1759,55,1814
18,7,10,1815,60,1875
17,7,10,1892,20,1912
14,8,10,1933,37,1970
1,5,9,311,9,320
2,8,9,320,19,339
4,7,9,511,93,604
9,5,9,684,45,729
7,8,9,774,83,857
11,6,9,857,29,886
3,7,9,1042,1,1043
5,5,9,1064,57,1121
13,6,9,1163,22,1185
20,6,9,1271,95,1366
10,8,9,1441,24,1465
16,8,9,1465,87,1552
6,5,9,1552,36,1588
12,6,9,1589,52,1641
19,9,9,1641,51,1692
15,9,9,1735,65,1800
17,5,9,1815,5,1820
14,6,9,1876,15,1891
8,8,9,1891,13,1904
18,9,9,1904,44,1948
2,5,8,160,2,162
1,7,8,377,63,440
7,5,8,575,52,627
19,6,8,627,93,720
4,9,8,720,49,769
9,7,8,779,98,877
11,9,8,950,72,1022
3,9,8,1095,33,1128
5,8,8,1205,41,1246
20,7,8,1366,56,1422
10,7,8,1422,19,1441
13,9,8,1514,38,1552
16,9,8,1552,56,1608
15,7,8,1620,51,1671
18,5,8,1678,61,1739
8,5,8,1755,4,1759
12,9,8,1759,68,1827
17,6,8,1827,65,1892
14,7,8,1892,41,1933
6,9,8,1933,97,2030
2,7,7,247,73,320
4,6,7,437,74,511
1,9,7,532,43,575
7,6,7,627,56,683
11,5,7,755,99,854
9,8,7,877,68,945
16,5,7,945,99,1044
3,8,7,1044,51,1095
5,6,7,1121,75,1196
13,8,7,1216,44,1260
10,5,7,1313,61,1374
19,7,7,1374,100,1474
20,9,7,1474,86,1560
6,6,7,1588,63,1651
12,7,7,1651,26,1677
15,8,7,1677,58,1735
18,6,7,1739,73,1812
8,7,7,1838,48,1886
17,8,7,1912,52,1964
14,9,7,1970,10,1980
2,9,6,339,99,438
1,8,6,440,92,532
4,8,6,669,45,714
9,6,6,729,50,779
7,9,6,857,86,943
11,8,6,943,7,950
3,5,6,998,27,1025
13,5,6,1149,14,1163
5,7,6,1196,9,1205
20,5,6,1205,66,1271
16,7,6,1423,32,1455
10,9,6,1465,55,1520
15,5,6,1520,8,1528
12,5,6,1532,47,1579
19,8,6,1629,10,1639
6,8,6,1675,71,1746
14,5,6,1860,11,1871
18,8,6,1880,14,1894
8,9,6,1904,15,1919
17,9,6,1964,44,2008
2,2,5,54,14,68
11,0,5,76,56,132
4,2,5,182,52,234
1,3,5,234,24,258
19,0,5,310,64,374
7,3,5,495,15,510
9,0,5,510,36,546
16,0,5,629,50,679
3,0,5,688,100,788
10,2,5,802,55,857
5,0,5,900,39,939
20,1,5,959,87,1046
13,4,5,1121,28,1149
12,1,5,1165,50,1215
15,2,5,1276,100,1376
6,4,5,1510,37,1547
18,2,5,1547,60,1607
8,2,5,1623,41,1664
14,2,5,1777,12,1789
17,4,5,1789,25,1814
2,0,4,0,6,6
4,1,4,98,84,182
15,0,4,182,76,258
1,4,4,258,53,311
7,0,4,311,90,401
13,1,4,401,42,443
8,0,4,461,59,520
19,4,4,525,43,568
11,2,4,568,59,627
9,4,4,630,54,684
16,2,4,745,85,830
20,0,4,950,9,959
3,4,4,967,31,998
5,3,4,1026,8,1034
12,0,4,1094,68,1162
14,0,4,1162,89,1251
10,4,4,1253,51,1304
6,0,4,1304,94,1398
18,1,4,1497,45,1542
17,2,4,1638,33,1671
4,0,3,0,98,98
1,0,3,120,16,136
2,4,3,136,24,160
15,1,3,258,97,355
13,0,3,391,3,394
7,1,3,401,69,470
19,2,3,483,31,514
9,1,3,546,17,563
11,3,3,627,38,665
3,1,3,791,90,881
16,4,3,896,45,941
5,2,3,998,28,1026
20,2,3,1047,34,1081
10,3,3,1154,93,1247
12,3,3,1316,88,1404
6,2,3,1406,89,1495
17,1,3,1580,58,1638
18,4,3,1673,5,1678
8,4,3,1741,14,1755
14,4,3,1809,49,1858
2,1,2,6,48,54
1,1,2,139,58,197
4,4,2,275,96,371
7,2,2,470,25,495
19,3,2,518,4,522
9,2,2,563,51,614
11,4,2,665,51,716
10,0,2,716,75,791
16,3,2,839,47,886
3,3,2,949,14,963
5,4,2,1034,30,1064
13,3,2,1064,57,1121
20,4,2,1144,56,1200
12,2,2,1218,88,1306
15,3,2,1383,92,1475
18,0,2,1475,22,1497
6,3,2,1497,13,1510
8,1,2,1517,99,1616
17,3,2,1704,85,1789
14,3,2,1793,9,1802
2,3,1,68,66,134
11,1,1,134,73,207
1,2,1,207,22,229
4,3,1,234,12,246
19,1,1,382,97,479
7,4,1,510,65,575
9,3,1,614,16,630
16,1,1,683,54,737
10,1,1,791,11,802
3,2,1,881,63,944
5,1,1,944,54,998
13,2,1,1010,45,1055
20,3,1,1082,62,1144
14,1,1,1251,73,1324
6,1,1,1398,8,1406
12,4,1,1406,33,1439
15,4,1,1485,25,1510
17,0,1,1510,70,1580
18,3,1,1607,66,1673
8,3,1,1673,68,1741
