Job,Operation,Machine,Start,Duration,End
3,8,10,367,5,372
47,6,10,419,64,483
26,7,10,484,37,521
48,8,10,540,95,635
6,7,10,638,65,703
20,6,10,767,44,811
7,10,10,836,88,924
40,8,10,924,28,952
14,7,10,979,74,1053
8,6,10,1095,47,1142
23,9,10,1168,84,1252
43,6,10,1252,33,1285
25,9,10,1437,27,1464
41,7,10,1475,96,1571
12,8,10,1601,19,1620
50,6,10,1646,53,1699
34,7,10,1752,7,1759
37,6,10,1806,46,1852
4,8,10,1862,27,1889
15,8,10,2104,35,2139
38,10,10,2237,30,2267
10,6,10,2356,47,2403
11,8,10,2425,29,2454
46,10,10,2468,46,2514
13,8,10,2521,49,2570
1,7,10,2597,63,2660
39,6,10,2673,61,2734
29,6,10,2746,4,2750
24,8,10,2757,63,2820
35,9,10,2820,83,2903
36,6,10,2971,63,3034
9,10,10,3207,42,3249
31,7,10,3249,92,3341
17,6,10,3372,90,3462
22,9,10,3467,77,3544
44,6,10,3544,72,3616
5,7,10,3616,91,3707
21,6,10,3707,77,3784
30,8,10,3868,96,3964
33,6,10,3964,48,4012
18,7,10,4012,33,4045
16,10,10,4052,60,4112
19,6,10,4118,67,4185
27,7,10,4185,65,4250
28,9,10,4274,80,4354
49,9,10,4359,69,4428
2,9,10,4439,100,4539
45,7,10,4558,38,4596
42,10,10,4624,22,4646
32,8,10,4646,77,4723
3,6,9,274,53,327
26,6,9,482,2,484
47,8,9,548,31,579
48,9,9,642,97,739
7,9,9,746,90,836
20,9,9,880,92,972
40,10,9,1037,9,1046
14,8,9,1053,46,1099
23,8,9,1128,40,1168
13,6,9,1168,88,1256
25,6,9,1301,82,1383
43,9,9,1423,90,1513
12,7,9,1513,88,1601
41,8,9,1606,63,1669
50,7,9,1699,69,1768
34,9,9,1773,84,1857
37,7,9,1857,25,1882
4,9,9,1889,83,1972
35,6,9,1972,42,2014
32,6,9,2085,38,2123
38,9,9,2233,4,2237
15,10,9,2237,97,2334
46,9,9,2411,57,2468
10,8,9,2487,44,2531
11,10,9,2531,44,2575
39,8,9,2804,23,2827
1,10,9,2827,37,2864
24,10,9,2896,89,2985
9,8,9,3023,90,3113
36,10,9,3190,56,3246
8,7,9,3246,2,3248
29,9,9,3248,59,3307
22,7,9,3311,56,3367
31,9,9,3382,73,3455
17,8,9,3510,64,3574
5,6,9,3604,12,3616
44,7,9,3616,6,3622
16,6,9,3644,9,3653
21,7,9,3784,15,3799
30,7,9,3808,60,3868
18,8,9,4045,27,4072
28,6,9,4072,34,4106
33,10,9,4110,80,4190
19,7,9,4190,8,4198
27,8,9,4316,61,4377
2,8,9,4383,54,4437
49,10,9,4437,98,4535
42,9,9,4602,22,4624
45,10,9,4668,63,4731
6,10,9,4773,24,4797
3,10,8,440,27,467
48,6,8,467,61,528
7,6,8,576,100,676
47,10,8,677,85,762
20,7,8,811,25,836
40,9,8,952,85,1037
23,6,8,1037,31,1068
14,9,8,1099,91,1190
26,10,8,1224,36,1260
43,7,8,1285,90,1375
25,7,8,1383,31,1414
41,6,8,1414,61,1475
12,6,8,1503,10,1513
34,6,8,1682,70,1752
4,7,8,1816,46,1862
50,10,8,1862,21,1883
37,9,8,1972,85,2057
15,7,8,2057,46,2103
38,8,8,2145,88,2233
46,7,8,2343,2,2345
11,7,8,2378,46,2424
13,7,8,2424,97,2521
10,9,8,2531,74,2605
24,6,8,2621,46,2667
39,7,8,2734,70,2804
1,8,8,2808,12,2820
35,10,8,2903,56,2959
9,6,8,2987,23,3010
36,7,8,3034,65,3099
22,6,8,3202,99,3301
29,10,8,3307,42,3349
8,9,8,3352,27,3379
18,6,8,3379,20,3399
31,10,8,3455,97,3552
17,10,8,3613,93,3706
16,8,8,3706,10,3716
44,10,8,3718,66,3784
5,9,8,3784,98,3882
21,9,8,3882,27,3909
49,6,8,3909,51,3960
30,9,8,3966,78,4044
33,9,8,4063,47,4110
27,6,8,4123,60,4183
28,8,8,4183,91,4274
19,9,8,4274,1,4275
