Job,Operation,Machine,Start,Duration,End
5,2,5,34,89,123
12,2,5,123,72,195
1,4,5,201,91,292
2,5,5,292,66,358
7,1,5,358,9,367
3,4,5,367,16,383
6,1,5,383,88,471
4,2,5,472,66,538
11,3,5,539,78,617
10,1,5,617,5,622
15,5,5,632,88,720
9,3,5,720,9,729
8,5,5,729,98,827
14,4,5,827,36,863
13,3,5,863,52,915
1,1,4,0,92,92
5,3,4,123,6,129
14,1,4,135,30,165
2,4,4,165,11,176
9,1,4,177,90,267
3,2,4,267,13,280
12,4,4,286,68,354
7,2,4,367,27,394
8,1,4,394,69,463
6,2,4,471,77,548
15,3,4,548,76,624
11,4,4,624,53,677
10,3,4,677,59,736
13,2,4,761,95,856
4,5,4,940,7,947
5,1,3,0,34,34
2,1,3,34,21,55
1,2,3,92,94,186
12,3,3,195,91,286
4,1,3,286,95,381
15,1,3,381,95,476
8,2,3,476,52,528
7,5,3,534,74,608
10,2,3,622,54,676
11,5,3,677,23,700
6,3,3,700,20,720
9,4,3,729,61,790
3,5,3,808,20,828
14,5,3,863,17,880
13,4,3,915,25,940
3,1,2,0,14,14
2,2,2,55,19,74
5,4,2,129,45,174
14,2,2,174,66,240
11,2,2,242,50,292
12,5,2,354,71,425
7,4,2,446,88,534
15,4,2,624,8,632
8,4,2,641,88,729
6,4,2,729,53,782
1,5,2,782,7,789
9,5,2,790,52,842
10,5,2,848,15,863
4,4,2,863,77,940
13,5,2,940,6,946
12,1,1,0,38,38
2,3,1,74,87,161
5,5,1,174,15,189
1,3,1,189,12,201
11,1,1,201,41,242
14,3,1,242,23,265
3,3,1,283,75,358
7,3,1,394,52,446
15,2,1,477,71,548
4,3,1,548,7,555
8,3,1,579,62,641
9,2,1,651,62,713
13,1,1,715,45,760
10,4,1,760,88,848
6,5,1,848,76,924
