Job,Operation,Machine,Start,Duration,End
17,14,15,538,32,570
3,8,15,570,28,598
13,7,15,845,47,892
2,9,15,892,80,972
10,12,15,972,95,1067
7,10,15,1075,73,1148
12,8,15,1214,42,1256
9,7,15,1375,52,1427
16,14,15,1594,93,1687
8,12,15,1804,64,1868
14,10,15,1901,11,1912
11,10,15,1946,3,1949
15,12,15,1949,31,1980
4,7,15,1988,19,2007
19,8,15,2196,76,2272
5,8,15,2374,59,2433
6,11,15,2503,11,2514
1,12,15,2613,20,2633
20,13,15,2633,47,2680
18,13,15,2680,83,2763
17,11,14,444,29,473
2,8,14,848,38,886
13,10,14,981,13,994
10,14,14,1078,78,1156
16,7,14,1201,75,1276
7,14,14,1321,88,1409
9,10,14,1496,69,1565
12,13,14,1574,52,1626
8,10,14,1626,89,1715
15,7,14,1739,1,1740
14,9,14,1821,77,1898
11,9,14,1917,29,1946
20,10,14,1968,48,2016
3,11,14,2035,57,2092
4,11,14,2173,53,2226
18,8,14,2233,14,2247
19,11,14,2347,9,2356
6,12,14,2514,55,2569
1,11,14,2587,26,2613
5,13,14,2664,4,2668
17,10,13,424,20,444
3,7,13,509,54,563
10,11,13,697,71,768
7,8,13,768,88,856
14,7,13,858,22,880
13,12,13,1033,18,1051
2,12,13,1073,90,1163
16,9,13,1330,32,1362
12,11,13,1410,82,1492
9,13,13,1649,76,1725
15,10,13,1812,40,1852
8,13,13,1868,81,1949
20,9,13,1949,19,1968
4,8,13,2011,45,2056
18,9,13,2247,14,2261
11,14,13,2272,31,2303
19,12,13,2356,72,2428
6,10,13,2428,75,2503
1,9,13,2503,43,2546
5,11,13,2582,68,2650
17,12,12,473,51,524
10,9,12,588,13,601
3,10,12,606,30,636
2,11,12,973,100,1073
7,12,12,1203,68,1271
16,11,12,1376,93,1469
12,14,12,1626,97,1723
9,14,12,1725,97,1822
11,8,12,1822,95,1917
8,14,12,1949,25,1974
15,13,12,1980,54,2034
4,10,12,2095,71,2166
14,13,12,2188,44,2232
19,9,12,2273,17,2290
6,8,12,2304,21,2325
5,7,12,2358,8,2366
13,14,12,2366,63,2429
20,11,12,2482,75,2557
18,12,12,2663,11,2674
1,14,12,2677,93,2770
17,8,11,308,87,395
10,7,11,434,56,490
3,9,11,598,8,606
13,9,11,976,5,981
7,9,11,981,94,1075
2,13,11,1163,63,1226
16,8,11,1282,43,1325
8,7,11,1453,18,1471
12,12,11,1492,82,1574
9,11,11,1574,49,1623
14,8,11,1720,98,1818
11,11,11,1949,71,2020
15,14,11,2034,37,2071
18,7,11,2142,91,2233
4,12,11,2233,61,2294
19,10,11,2294,53,2347
1,7,11,2347,63,2410
5,9,11,2442,99,2541
6,13,11,2570,93,2663
20,14,11,2680,58,2738
17,13,10,524,14,538
2,10,10,972,1,973
13,11,10,994,39,1033
10,13,10,1067,11,1078
12,7,10,1158,56,1214
6,7,10,1214,37,1251
7,13,10,1271,50,1321
16,10,10,1369,6,1375
8,8,10,1477,65,1542
9,12,10,1623,26,1649
15,8,10,1740,17,1757
20,8,10,1919,30,1949
14,12,10,2004,5,2009
3,12,10,2100,75,2175
11,13,10,2175,97,2272
4,13,10,2294,6,2300
19,14,10,2517,24,2541
5,10,10,2541,41,2582
1,13,10,2633,44,2677
18,14,10,2763,6,2769
17,9,9,395,29,424
10,8,9,490,98,588
7,7,9,746,13,759
13,8,9,892,84,976
2,14,9,1226,14,1240
12,9,9,1256,86,1342
9,9,9,1486,8,1494
16,13,9,1547,47,1594
8,11,9,1715,89,1804
11,7,9,1804,17,1821
15,11,9,1852,95,1947
4,9,9,2065,24,2089
19,7,9,2120,73,2193
3,14,9,2193,41,2234
14,14,9,2234,42,2276
18,11,9,2280,36,2316
1,8,9,2410,92,2502
20,12,9,2560,72,2632
5,12,9,2650,14,2664
6,14,9,2664,51,2715
17,7,8,238,70,308
10,10,8,601,96,697
2,7,8,750,98,848
13,13,8,1051,76,1127
7,11,8,1148,55,1203
12,10,8,1342,68,1410
9,8,8,1430,48,1478
16,12,8,1478,69,1547
8,9,8,1551,69,1620
15,9,8,1757,55,1812
20,7,8,1883,34,1917
14,11,8,1917,87,2004
11,12,8,2020,64,2084
3,13,8,2183,9,2192
18,10,8,2261,19,2280
4,14,8,2300,32,2332
6,9,8,2334,88,2422
19,13,8,2428,89,2517
1,10,8,2546,41,2587
5,14,8,2668,55,2723
10,0,7,0,85,85
17,3,7,151,17,168
3,1,7,168,96,264
7,0,7,297,100,397
1,1,7,453,58,511
16,3,7,511,39,550
2,4,7,598,54,652
14,1,7,652,34,686
12,0,7,734,9,743
13,4,7,748,30,778
9,0,7,984,1,985
20,4,7,1045,86,1131
8,2,7,1156,7,1163
6,6,7,1164,48,1212
15,0,7,1299,44,1343
11,3,7,1571,41,1612
4,4,7,1746,71,1817
19,1,7,1817,60,1877
18,6,7,2051,91,2142
5,5,7,2175,79,2254
16,0,6,0,59,59
17,6,6,230,8,238
10,5,6,315,32,347
3,4,6,385,9,394
7,4,6,551,26,577
1,4,6,577,53,630
2,6,6,695,55,750
14,4,6,750,19,769
13,5,6,778,63,841
12,5,6,997,66,1063
8,1,6,1077,70,1147
6,5,6,1154,10,1164
9,5,6,1226,53,1279
11,4,6,1618,41,1659
4,2,6,1659,63,1722
15,6,6,1725,14,1739
20,5,6,1798,74,1872
19,3,6,1908,76,1984
18,5,6,1984,67,2051
5,3,6,2067,84,2151
17,0,5,0,24,24
10,2,5,132,45,177
16,1,5,258,47,305
3,3,5,306,75,381
